id_venta,fecha,id_cliente,id_producto,cantidad,precio_unitario,descuento,metodo_pago,canal_venta
1436,2024-07-15,397,17,2,1464736,15,Tarjeta Crédito,Marketplace
1437,2024-08-19,363,57,2,1980185,15,Transferencia,Página Web
1438,2025-11-09,129,9,3,962964,0,Tarjeta Crédito,WhatsApp
1439,2025-03-25,198,15,3,4265569,0,Tarjeta Crédito,Tienda Física
1440,2024-04-18,59,6,3,4854910,0,Transferencia,Tienda Física
1441,2024-10-06,86,10,4,1728534,20,Tarjeta Débito,Página Web
1442,2024-07-07,370,32,5,3905864,15,PSE,WhatsApp
1443,2025-04-25,432,71,4,4354774,0,PSE,Página Web
1444,2024-02-02,451,23,3,3575970,0,Efectivo,Tienda Física
1445,2024-09-17,253,43,3,1138328,5,Transferencia,Página Web
1446,2024-01-28,302,72,1,1635665,0,Tarjeta Crédito,Marketplace
1447,2024-04-25,153,29,2,2261412,0,Tarjeta Crédito,Marketplace
1448,2025-02-03,497,48,3,1836632,0,Tarjeta Débito,Página Web
1449,2024-12-17,35,81,2,3851834,0,PSE,Marketplace
1450,2025-01-31,459,47,5,2140666,0,Transferencia,Tienda Física
1451,2025-06-11,321,81,3,3851834,15,Efectivo,Tienda Física
1452,2024-12-06,414,50,5,2758077,15,PSE,Página Web
1453,2025-08-15,34,70,5,4073868,0,Efectivo,Tienda Física
1454,2026-04-25,348,34,2,838602,0,Tarjeta Crédito,Tienda Física
1455,2026-02-06,190,30,4,4502999,0,Tarjeta Crédito,WhatsApp
1456,2026-02-28,395,31,5,451193,0,Tarjeta Crédito,Tienda Física
1457,2024-12-28,405,63,5,2757403,10,Transferencia,WhatsApp
1458,2026-04-23,213,59,1,4942713,20,Tarjeta Débito,Tienda Física
1459,2024-01-23,455,94,1,3952690,0,Tarjeta Crédito,Tienda Física
1460,2024-08-16,299,35,5,3267646,10,PSE,WhatsApp
1461,2024-11-16,403,49,1,4297587,0,Tarjeta Crédito,Marketplace
1462,2026-05-06,272,42,3,4291328,10,PSE,WhatsApp
1463,2024-02-13,132,75,2,3197969,10,Tarjeta Débito,Tienda Física
1464,2024-11-22,495,66,1,2139371,20,Transferencia,Tienda Física
1465,2024-09-06,177,71,3,4354774,0,Tarjeta Débito,WhatsApp
1466,2024-09-29,271,75,3,3197969,10,Efectivo,Página Web
1467,2025-08-02,16,42,2,4291328,0,Tarjeta Crédito,Marketplace
1468,2025-04-20,152,71,2,4354774,0,Tarjeta Débito,Tienda Física
1469,2025-07-09,143,97,2,144092,0,Tarjeta Crédito,Tienda Física
1470,2024-12-31,55,40,5,1325409,10,Transferencia,WhatsApp
1471,2025-11-27,151,35,4,3267646,0,PSE,Marketplace
1472,2026-01-05,299,2,1,3555359,0,PSE,Marketplace
1473,2025-06-22,82,14,2,3875208,20,Efectivo,Tienda Física
1474,2024-09-24,254,15,4,4265569,0,Tarjeta Crédito,Página Web
1475,2024-09-27,220,44,2,2029985,0,Tarjeta Débito,Marketplace
1476,2024-11-24,355,72,2,1635665,15,Tarjeta Crédito,Marketplace
1477,2024-09-11,274,79,5,3804446,0,Tarjeta Débito,Tienda Física
1478,2025-09-13,61,60,2,1760690,5,Efectivo,Tienda Física
1479,2024-01-28,21,72,1,1635665,0,PSE,Página Web
1480,2026-02-05,392,73,3,1083463,10,Tarjeta Crédito,Página Web
1481,2024-04-26,240,49,4,4297587,5,Tarjeta Débito,WhatsApp
1482,2024-12-22,48,91,2,635249,0,Transferencia,Página Web
1483,2025-09-19,213,86,4,3212628,0,Tarjeta Crédito,WhatsApp
1484,2024-02-05,6,31,4,451193,20,PSE,Página Web
1485,2025-09-07,226,24,3,4728140,0,Transferencia,Marketplace
1486,2025-05-10,313,46,5,165255,0,Tarjeta Débito,Marketplace
1487,2025-11-04,282,93,1,1694686,10,PSE,Página Web
1488,2026-05-07,383,68,3,1842024,0,Tarjeta Crédito,Marketplace
1489,2025-06-13,392,2,5,3555359,0,Tarjeta Débito,Tienda Física
1490,2025-10-27,346,60,2,1760690,5,Tarjeta Débito,WhatsApp
1491,2025-11-22,232,25,5,890972,5,Tarjeta Débito,Tienda Física
1492,2025-02-27,477,25,2,890972,5,Tarjeta Débito,Marketplace
1493,2025-05-06,41,8,5,506538,10,Tarjeta Crédito,Tienda Física
1494,2026-05-22,56,37,4,1648323,15,Efectivo,Marketplace
1495,2024-07-06,443,56,3,3584838,5,Efectivo,WhatsApp
1496,2025-06-01,89,95,1,4324211,0,PSE,WhatsApp
1497,2025-10-02,494,56,2,3584838,0,Transferencia,Tienda Física
1498,2025-10-06,274,52,3,3019382,0,Efectivo,WhatsApp
1499,2024-10-16,459,90,3,3591086,10,Efectivo,Página Web
1500,2024-04-04,114,28,5,1820471,0,Tarjeta Crédito,Tienda Física
1501,2025-06-29,425,35,1,3267646,15,Transferencia,Tienda Física
1502,2024-10-12,68,53,4,548491,0,Tarjeta Crédito,Página Web
1503,2025-01-16,24,7,2,4560009,0,PSE,Marketplace
1504,2025-09-01,450,3,3,3672960,0,PSE,Marketplace
1505,2025-11-06,31,94,5,3952690,5,Efectivo,Tienda Física
1506,2026-02-09,84,44,4,2029985,5,Tarjeta Débito,Página Web
1507,2024-10-02,446,33,4,4335187,0,Transferencia,WhatsApp
1508,2024-06-26,338,93,1,1694686,10,Transferencia,Página Web
1509,2024-11-26,225,18,1,4048802,0,PSE,WhatsApp
1510,2024-05-13,375,95,3,4324211,0,Transferencia,Marketplace
1511,2024-12-11,369,83,4,1895435,10,Transferencia,WhatsApp
1512,2026-03-11,475,30,1,4502999,5,Tarjeta Crédito,WhatsApp
1513,2025-08-07,382,5,2,2037450,15,Tarjeta Débito,Página Web
1514,2025-08-05,451,33,1,4335187,5,PSE,Marketplace
1515,2024-12-13,182,34,1,838602,0,Tarjeta Crédito,Página Web
1516,2024-08-23,400,79,5,3804446,0,PSE,Página Web
1517,2025-07-24,303,40,3,1325409,20,Tarjeta Crédito,Página Web
1518,2024-03-22,2,62,3,2445468,0,Tarjeta Crédito,Tienda Física
1519,2025-12-08,461,83,2,1895435,0,Transferencia,Página Web
1520,2025-03-12,238,42,3,4291328,0,PSE,WhatsApp
1521,2024-02-11,332,40,5,1325409,0,Efectivo,WhatsApp
1522,2025-06-13,462,14,5,3875208,0,PSE,Marketplace
1523,2025-10-20,399,41,2,2136354,0,PSE,Página Web
1524,2025-01-31,156,37,2,1648323,0,Transferencia,Tienda Física
1525,2025-06-24,54,15,3,4265569,10,Tarjeta Crédito,Marketplace
1526,2024-01-05,6,61,1,1040165,0,Tarjeta Crédito,WhatsApp
1527,2026-03-29,287,46,4,165255,0,Transferencia,Marketplace
1528,2025-04-20,322,15,1,4265569,0,Efectivo,Tienda Física
1529,2025-06-27,77,32,1,3905864,20,Transferencia,Página Web
1530,2025-02-08,220,67,4,1860613,0,Tarjeta Crédito,Tienda Física
1531,2025-03-09,52,17,4,1464736,0,Tarjeta Crédito,Tienda Física
1532,2025-11-24,165,66,1,2139371,0,Tarjeta Crédito,Página Web
1533,2025-03-30,116,100,5,3105751,5,Transferencia,Tienda Física
1534,2025-01-21,269,8,3,506538,10,Efectivo,Página Web
1535,2025-04-29,98,37,1,1648323,15,Tarjeta Débito,Página Web
1536,2025-07-04,365,86,4,3212628,10,Efectivo,Página Web
1537,2024-03-04,422,22,2,1332742,5,Tarjeta Débito,Página Web
1538,2024-06-16,75,43,2,1138328,0,Tarjeta Débito,Tienda Física
1539,2024-08-07,479,1,2,2164957,15,Efectivo,Marketplace
1540,2025-01-03,329,38,1,3547481,0,Tarjeta Crédito,Página Web
1541,2026-03-26,265,16,2,3834068,0,Efectivo,WhatsApp
1542,2025-01-31,383,38,5,3547481,0,PSE,WhatsApp
1543,2024-06-14,490,40,5,1325409,5,Tarjeta Débito,Marketplace
1544,2024-08-09,331,25,5,890972,20,Tarjeta Crédito,WhatsApp
1545,2026-01-24,122,30,4,4502999,0,PSE,Página Web
1546,2025-06-01,426,35,1,3267646,0,Tarjeta Crédito,Tienda Física
1547,2024-02-02,113,53,4,548491,10,Transferencia,WhatsApp
1548,2026-03-16,184,73,5,1083463,0,Transferencia,Tienda Física
1549,2025-01-03,322,30,2,4502999,0,PSE,Tienda Física
1550,2024-11-11,63,42,1,4291328,0,Tarjeta Débito,Tienda Física
1551,2024-01-13,283,88,3,327418,5,PSE,Tienda Física
1552,2026-02-28,413,13,2,1099700,15,PSE,Página Web
1553,2025-09-16,250,22,4,1332742,5,Transferencia,Marketplace
1554,2024-05-06,346,20,2,1796766,5,Tarjeta Crédito,Tienda Física
1555,2024-09-21,298,90,1,3591086,10,Transferencia,Página Web
1556,2025-02-27,113,23,2,3575970,10,Efectivo,Tienda Física
1557,2025-10-18,303,96,3,2292397,5,Tarjeta Crédito,Página Web
1558,2025-07-31,266,63,1,2757403,0,PSE,WhatsApp
1559,2026-01-18,34,64,5,3846738,10,Tarjeta Débito,Tienda Física
1560,2024-06-03,343,50,5,2758077,15,Tarjeta Crédito,Tienda Física
1561,2024-01-26,276,47,5,2140666,5,PSE,Página Web
1562,2026-04-24,413,5,5,2037450,0,Efectivo,Tienda Física
1563,2026-05-09,7,28,5,1820471,20,Efectivo,Página Web
1564,2025-06-18,369,76,4,3281679,15,Transferencia,WhatsApp
1565,2024-10-17,167,11,5,4597473,15,Efectivo,Tienda Física
1566,2026-04-29,176,95,5,4324211,10,Tarjeta Débito,WhatsApp
1567,2025-06-08,495,24,5,4728140,0,Tarjeta Crédito,Tienda Física
1568,2026-04-03,199,52,1,3019382,0,PSE,Marketplace
1569,2025-07-18,74,71,5,4354774,0,Transferencia,Página Web
1570,2026-03-22,430,80,1,1604369,20,Transferencia,Tienda Física
1571,2024-09-02,76,56,3,3584838,0,Tarjeta Crédito,WhatsApp
1572,2024-08-06,35,43,2,1138328,10,Tarjeta Crédito,WhatsApp
1573,2025-05-07,181,55,5,1282188,10,Efectivo,Marketplace
1574,2025-11-18,110,64,4,3846738,0,Tarjeta Crédito,Página Web
1575,2024-08-19,443,69,1,3996367,0,PSE,Tienda Física
1576,2026-04-25,251,66,3,2139371,20,Efectivo,Marketplace
1577,2024-12-01,340,26,3,3919196,0,PSE,WhatsApp
1578,2025-06-12,459,50,3,2758077,0,Tarjeta Crédito,WhatsApp
1579,2025-10-23,307,96,5,2292397,0,Tarjeta Crédito,Página Web
1580,2025-12-13,205,99,1,4401891,0,PSE,Marketplace
1581,2025-03-10,249,57,1,1980185,0,PSE,Página Web
1582,2024-05-18,476,9,1,962964,0,PSE,WhatsApp
1583,2025-08-11,243,14,3,3875208,0,PSE,Tienda Física
1584,2025-11-29,185,89,2,350966,15,PSE,WhatsApp
1585,2024-12-03,93,84,5,2755569,10,Tarjeta Crédito,Página Web
1586,2025-10-20,386,22,3,1332742,0,Efectivo,Tienda Física
1587,2024-08-13,38,78,2,895758,0,Efectivo,Tienda Física
1588,2024-03-11,9,38,1,3547481,0,PSE,Tienda Física
1589,2024-05-21,404,63,5,2757403,10,PSE,WhatsApp
1590,2025-08-21,451,9,4,962964,20,Tarjeta Crédito,Tienda Física
1591,2026-04-28,98,28,3,1820471,20,PSE,Tienda Física
1592,2025-04-22,171,43,3,1138328,0,Transferencia,WhatsApp
1593,2025-05-22,273,98,4,3053445,10,Tarjeta Débito,Tienda Física
1594,2026-04-13,498,24,4,4728140,5,Tarjeta Crédito,Página Web
1595,2026-01-31,471,4,3,714960,15,Tarjeta Crédito,Página Web
1596,2025-03-21,445,84,2,2755569,15,Transferencia,Página Web
1597,2025-07-27,474,73,2,1083463,20,PSE,WhatsApp
1598,2025-11-19,267,9,5,962964,0,Tarjeta Crédito,WhatsApp
1599,2024-07-02,156,29,5,2261412,20,PSE,Página Web
1600,2025-08-02,482,43,2,1138328,0,PSE,Tienda Física
1601,2024-06-05,301,28,2,1820471,5,Tarjeta Crédito,Tienda Física
1602,2025-06-08,458,37,1,1648323,20,Tarjeta Crédito,Tienda Física
1603,2025-02-07,388,22,5,1332742,20,Tarjeta Crédito,WhatsApp
1604,2026-02-08,258,74,3,2013299,0,PSE,WhatsApp
1605,2024-12-20,322,45,5,1843572,15,Tarjeta Débito,Página Web
1606,2024-06-17,98,94,4,3952690,0,Tarjeta Crédito,Tienda Física
1607,2026-05-29,128,9,1,962964,5,Transferencia,Marketplace
1608,2025-05-21,30,55,3,1282188,15,Tarjeta Débito,WhatsApp
1609,2025-03-04,174,39,4,4689225,0,Tarjeta Débito,Tienda Física
1610,2024-07-01,194,45,4,1843572,0,Tarjeta Crédito,Página Web
1611,2026-03-12,158,24,4,4728140,0,Transferencia,Marketplace
1612,2024-02-02,78,62,2,2445468,15,Efectivo,Página Web
1613,2024-10-26,223,36,2,1076765,0,Efectivo,WhatsApp
1614,2024-05-17,57,61,2,1040165,20,Tarjeta Débito,Página Web
1615,2025-07-09,495,87,2,4184622,5,Transferencia,Tienda Física
1616,2025-04-24,102,50,4,2758077,0,PSE,Página Web
1617,2025-02-08,476,8,4,506538,5,Tarjeta Crédito,WhatsApp
1618,2024-04-19,120,100,4,3105751,20,Efectivo,Página Web
1619,2024-11-07,354,82,3,4046034,0,Transferencia,WhatsApp
1620,2024-03-03,339,39,3,4689225,0,Efectivo,Tienda Física
1621,2024-01-05,116,52,2,3019382,5,Tarjeta Débito,Tienda Física
1622,2025-08-16,459,72,1,1635665,15,Transferencia,Marketplace
1623,2024-08-12,304,68,4,1842024,0,Transferencia,Tienda Física
1624,2025-02-22,356,1,4,2164957,10,Efectivo,Página Web
1625,2024-07-13,36,70,5,4073868,20,Tarjeta Débito,Tienda Física
1626,2024-08-28,288,92,2,2217151,15,PSE,Tienda Física
1627,2025-05-20,181,99,5,4401891,0,Tarjeta Crédito,Marketplace
1628,2024-02-15,25,25,4,890972,0,PSE,Marketplace
1629,2025-04-22,92,99,1,4401891,0,Tarjeta Crédito,Marketplace
1630,2026-03-11,91,28,3,1820471,15,PSE,Página Web
1631,2024-04-23,240,65,1,618120,0,Transferencia,Tienda Física
1632,2026-01-26,94,69,5,3996367,0,Transferencia,WhatsApp
1633,2024-12-13,387,12,2,4548008,0,Transferencia,Marketplace
1634,2024-10-04,417,19,5,3789305,0,Transferencia,Marketplace
1635,2025-02-01,133,91,1,635249,0,Tarjeta Débito,Marketplace
1636,2024-02-15,39,8,1,506538,20,Transferencia,Página Web
1637,2024-04-07,359,16,5,3834068,0,PSE,Tienda Física
1638,2025-12-25,178,94,4,3952690,0,Tarjeta Débito,Tienda Física
1639,2025-06-21,54,15,1,4265569,0,Efectivo,Página Web
1640,2025-12-25,398,66,4,2139371,10,Efectivo,Marketplace
1641,2024-10-08,65,21,5,4013212,10,Efectivo,Tienda Física
1642,2026-01-19,441,85,5,795244,5,Tarjeta Débito,Marketplace
1643,2025-12-01,254,19,4,3789305,0,PSE,WhatsApp
1644,2025-08-16,109,41,5,2136354,5,Tarjeta Crédito,Tienda Física
1645,2025-08-13,213,21,5,4013212,15,Tarjeta Crédito,Tienda Física
1646,2024-06-29,115,62,5,2445468,0,Transferencia,Marketplace
1647,2026-01-14,104,94,2,3952690,20,PSE,Página Web
1648,2024-06-13,300,78,3,895758,20,Efectivo,WhatsApp
1649,2026-01-27,98,12,2,4548008,0,Tarjeta Débito,WhatsApp
1650,2025-09-27,315,22,2,1332742,0,Efectivo,Tienda Física
1651,2026-03-15,31,18,3,4048802,10,Tarjeta Débito,Tienda Física
1652,2026-04-14,86,45,5,1843572,20,Tarjeta Crédito,WhatsApp
1653,2026-01-17,479,60,2,1760690,0,Tarjeta Débito,Marketplace
1654,2024-01-17,459,67,2,1860613,0,Transferencia,Marketplace
1655,2025-11-12,451,2,1,3555359,0,Tarjeta Débito,Página Web
1656,2024-03-22,182,14,1,3875208,0,Transferencia,Página Web
1657,2025-06-23,378,87,1,4184622,5,PSE,WhatsApp
1658,2026-02-28,350,7,2,4560009,20,PSE,Marketplace
1659,2026-03-19,184,21,2,4013212,15,Efectivo,Marketplace
1660,2025-01-12,457,35,2,3267646,0,PSE,Tienda Física
1661,2025-11-01,398,43,2,1138328,0,PSE,Página Web
1662,2025-03-13,230,95,4,4324211,0,Efectivo,Tienda Física
1663,2024-11-24,6,39,1,4689225,0,Tarjeta Débito,Página Web
1664,2024-02-05,286,47,5,2140666,0,PSE,Página Web
1665,2024-11-22,384,36,2,1076765,0,PSE,WhatsApp
1666,2025-06-24,441,30,4,4502999,0,Tarjeta Débito,WhatsApp
1667,2025-08-25,151,24,1,4728140,0,PSE,Página Web
1668,2024-03-02,411,12,2,4548008,5,Tarjeta Crédito,Tienda Física
1669,2025-06-21,297,57,1,1980185,0,Transferencia,Tienda Física
1670,2025-04-25,57,83,4,1895435,0,Tarjeta Débito,WhatsApp
1671,2024-01-06,244,57,1,1980185,0,Tarjeta Débito,Tienda Física
1672,2025-02-23,125,9,1,962964,0,Efectivo,Tienda Física
1673,2026-02-28,30,59,5,4942713,10,Efectivo,Tienda Física
1674,2024-10-25,276,88,2,327418,0,Tarjeta Crédito,Página Web
1675,2026-01-10,459,20,5,1796766,10,Tarjeta Crédito,Marketplace
1676,2026-03-12,255,6,3,4854910,0,Efectivo,Página Web
1677,2025-12-03,252,88,2,327418,0,Tarjeta Débito,WhatsApp
1678,2025-09-25,15,90,2,3591086,10,Tarjeta Débito,Página Web
1679,2025-09-27,325,75,4,3197969,0,Tarjeta Débito,Marketplace
1680,2026-02-07,73,4,2,714960,0,PSE,Marketplace
1681,2024-11-13,379,97,5,144092,10,PSE,Tienda Física
1682,2025-08-30,25,97,5,144092,0,Transferencia,Página Web
1683,2024-08-23,151,40,1,1325409,10,Tarjeta Crédito,Tienda Física
1684,2024-01-15,137,15,1,4265569,0,Tarjeta Débito,Tienda Física
1685,2024-12-23,56,59,5,4942713,0,Transferencia,Tienda Física
1686,2026-05-23,359,4,2,714960,15,Transferencia,Marketplace
1687,2024-01-07,427,60,1,1760690,0,Tarjeta Crédito,Marketplace
1688,2025-10-04,249,61,3,1040165,20,Efectivo,Marketplace
1689,2024-05-08,395,84,5,2755569,0,PSE,Marketplace
1690,2026-05-23,401,61,4,1040165,0,Tarjeta Débito,Página Web
1691,2025-06-27,230,100,5,3105751,0,PSE,WhatsApp
1692,2026-03-21,428,20,3,1796766,10,PSE,Tienda Física
1693,2024-10-29,12,75,2,3197969,20,Transferencia,Página Web
1694,2025-10-06,357,11,2,4597473,20,Transferencia,Página Web
1695,2024-04-13,6,2,4,3555359,0,Efectivo,Tienda Física
1696,2024-01-21,80,72,5,1635665,0,PSE,WhatsApp
1697,2025-07-22,312,78,3,895758,15,Tarjeta Crédito,Página Web
1698,2024-04-30,30,84,3,2755569,0,Tarjeta Crédito,Marketplace
1699,2024-08-04,434,86,3,3212628,10,Tarjeta Crédito,Página Web
1700,2024-03-24,227,25,5,890972,10,Transferencia,Marketplace
1701,2026-01-31,156,1,5,2164957,5,Efectivo,Marketplace
1702,2024-02-09,345,98,4,3053445,15,Tarjeta Débito,WhatsApp
1703,2025-10-07,247,40,2,1325409,0,Transferencia,Página Web
1704,2026-03-19,365,78,3,895758,20,Efectivo,Marketplace
1705,2025-04-16,104,32,1,3905864,0,Tarjeta Crédito,WhatsApp
1706,2026-02-14,50,16,2,3834068,20,Tarjeta Débito,Marketplace
1707,2025-09-22,345,51,4,1470311,0,Tarjeta Crédito,WhatsApp
1708,2025-03-23,224,19,2,3789305,0,Tarjeta Débito,Tienda Física
1709,2024-10-27,120,25,1,890972,0,Efectivo,WhatsApp
1710,2025-05-09,237,47,2,2140666,10,Transferencia,Página Web
1711,2025-09-05,380,2,5,3555359,15,Transferencia,WhatsApp
1712,2025-03-12,145,63,2,2757403,20,Tarjeta Crédito,Tienda Física
1713,2025-03-22,33,5,4,2037450,10,PSE,Página Web
1714,2024-09-06,177,48,1,1836632,0,Transferencia,Tienda Física
1715,2024-01-06,129,88,2,327418,10,Tarjeta Crédito,Página Web
1716,2025-12-14,266,46,2,165255,20,Tarjeta Débito,Marketplace
1717,2025-08-30,418,26,3,3919196,10,Transferencia,Página Web
1718,2025-03-14,11,67,4,1860613,20,Transferencia,Página Web
1719,2025-07-11,381,31,1,451193,0,Tarjeta Crédito,Tienda Física
1720,2024-02-29,278,43,4,1138328,0,Efectivo,Marketplace
1721,2024-05-26,312,72,5,1635665,15,Tarjeta Débito,Tienda Física
1722,2024-05-23,23,79,4,3804446,10,Tarjeta Crédito,Página Web
1723,2024-07-10,36,88,2,327418,0,Efectivo,Página Web
1724,2024-08-21,261,50,5,2758077,0,Efectivo,Marketplace
1725,2024-07-05,172,49,1,4297587,20,Tarjeta Débito,Marketplace
1726,2025-03-15,258,27,3,3381540,0,PSE,Página Web
1727,2025-10-24,473,25,4,890972,0,Transferencia,Página Web
1728,2026-01-25,314,36,1,1076765,0,Efectivo,WhatsApp
1729,2024-09-14,148,68,4,1842024,5,PSE,Página Web
1730,2025-06-18,412,55,2,1282188,0,Efectivo,WhatsApp
1731,2025-11-12,367,1,1,2164957,0,Tarjeta Crédito,Marketplace
1732,2026-04-06,35,24,4,4728140,0,Tarjeta Débito,Página Web
1733,2025-05-12,485,25,3,890972,15,PSE,WhatsApp
1734,2025-07-06,67,7,1,4560009,10,Transferencia,WhatsApp
1735,2025-10-19,168,49,5,4297587,15,Tarjeta Débito,Marketplace
1736,2024-02-10,435,31,2,451193,20,Tarjeta Débito,Página Web
1737,2024-03-15,360,96,5,2292397,10,PSE,Tienda Física
1738,2025-02-10,434,42,2,4291328,0,Efectivo,Tienda Física
1739,2024-07-20,125,49,5,4297587,5,Tarjeta Débito,Página Web
1740,2024-04-14,5,27,2,3381540,0,Tarjeta Débito,Tienda Física
1741,2025-05-19,217,90,1,3591086,0,Tarjeta Débito,Tienda Física
1742,2025-08-24,207,73,2,1083463,0,Transferencia,WhatsApp
1743,2026-02-18,332,82,3,4046034,5,Efectivo,Página Web
1744,2025-06-29,185,44,2,2029985,20,PSE,Marketplace
1745,2024-02-18,52,31,1,451193,15,Tarjeta Crédito,Marketplace
1746,2024-12-08,214,31,2,451193,5,PSE,Tienda Física
1747,2025-05-23,98,43,5,1138328,15,PSE,Tienda Física
1748,2025-07-09,51,94,2,3952690,10,Tarjeta Débito,Marketplace
1749,2024-10-12,264,84,4,2755569,0,Transferencia,Tienda Física
1750,2025-09-11,488,36,1,1076765,20,Efectivo,Página Web
1751,2024-02-17,91,33,5,4335187,0,Tarjeta Crédito,Marketplace
1752,2026-03-06,214,96,5,2292397,0,Transferencia,Tienda Física
1753,2024-04-05,54,95,2,4324211,0,Tarjeta Débito,Marketplace
1754,2025-03-04,460,79,2,3804446,15,Tarjeta Débito,WhatsApp
1755,2024-12-18,452,87,2,4184622,0,Efectivo,Página Web
1756,2025-01-20,9,57,5,1980185,0,Transferencia,Marketplace
1757,2024-12-15,94,54,3,4262489,0,PSE,Tienda Física
1758,2024-07-20,151,51,5,1470311,10,Transferencia,Marketplace
1759,2026-03-24,157,57,3,1980185,0,Tarjeta Débito,WhatsApp
1760,2026-05-06,155,6,3,4854910,0,Efectivo,Tienda Física
1761,2026-05-30,343,96,4,2292397,5,Transferencia,Marketplace
1762,2024-10-09,74,91,5,635249,5,Transferencia,Marketplace
1763,2024-06-10,319,4,5,714960,5,Tarjeta Débito,Marketplace
1764,2026-04-06,384,59,4,4942713,0,Tarjeta Crédito,Tienda Física
1765,2025-05-10,290,28,5,1820471,0,Tarjeta Débito,Marketplace
1766,2025-04-29,48,38,5,3547481,0,Tarjeta Crédito,Tienda Física
1767,2024-07-06,69,21,5,4013212,0,Transferencia,Página Web
1768,2024-01-25,205,4,1,714960,15,Tarjeta Crédito,Tienda Física
1769,2025-02-08,447,98,4,3053445,0,Tarjeta Débito,Tienda Física
1770,2024-04-04,35,95,5,4324211,5,PSE,Página Web
1771,2026-04-21,197,99,1,4401891,20,PSE,Tienda Física
1772,2024-11-08,251,65,3,618120,15,PSE,Tienda Física
1773,2025-06-16,280,18,2,4048802,0,Tarjeta Débito,Marketplace
1774,2025-08-16,423,67,2,1860613,0,Efectivo,Página Web
1775,2025-04-03,352,72,5,1635665,0,Tarjeta Crédito,Página Web
1776,2025-05-03,491,64,1,3846738,0,PSE,WhatsApp
1777,2025-09-23,59,27,5,3381540,5,Tarjeta Débito,Página Web
1778,2024-03-24,306,21,3,4013212,0,PSE,Tienda Física
1779,2026-04-25,309,64,4,3846738,15,Tarjeta Débito,WhatsApp
1780,2025-02-12,20,74,3,2013299,10,PSE,Marketplace
1781,2025-04-07,366,2,1,3555359,0,PSE,Página Web
1782,2024-02-29,435,97,5,144092,0,Tarjeta Crédito,Tienda Física
1783,2025-08-25,138,11,4,4597473,10,Efectivo,Tienda Física
1784,2025-03-25,169,46,2,165255,15,Tarjeta Crédito,WhatsApp
1785,2026-05-12,425,87,3,4184622,0,Tarjeta Crédito,WhatsApp
1786,2024-08-14,53,79,3,3804446,0,Transferencia,Marketplace
1787,2025-11-30,200,81,3,3851834,15,Transferencia,WhatsApp
1788,2024-01-15,332,30,1,4502999,20,PSE,Tienda Física
1789,2025-09-28,139,88,3,327418,0,Efectivo,Tienda Física
1790,2024-07-08,123,49,5,4297587,20,PSE,Página Web
1791,2025-04-28,330,34,5,838602,0,Transferencia,Tienda Física
1792,2024-11-18,309,46,3,165255,20,Efectivo,Marketplace
1793,2025-09-09,153,19,4,3789305,0,Tarjeta Crédito,Marketplace
1794,2024-11-19,161,95,3,4324211,5,PSE,Tienda Física
1795,2025-09-01,360,56,4,3584838,0,Tarjeta Crédito,Tienda Física
1796,2026-05-06,136,1,2,2164957,0,Transferencia,Página Web
1797,2025-07-23,230,84,4,2755569,0,Transferencia,Marketplace
1798,2024-03-13,151,82,4,4046034,0,Tarjeta Débito,Página Web
1799,2025-07-15,378,49,5,4297587,15,Tarjeta Crédito,Página Web
1800,2024-02-16,20,50,3,2758077,0,PSE,WhatsApp
1801,2024-11-06,418,54,3,4262489,0,Tarjeta Débito,Marketplace
1802,2024-10-24,327,40,4,1325409,15,PSE,WhatsApp
1803,2024-04-30,57,48,5,1836632,5,Transferencia,WhatsApp
1804,2025-06-19,336,42,5,4291328,20,PSE,Página Web
1805,2024-01-13,340,57,4,1980185,5,Efectivo,Tienda Física
1806,2024-03-18,293,14,1,3875208,15,Tarjeta Crédito,Tienda Física
1807,2024-10-31,38,66,2,2139371,5,PSE,Marketplace
1808,2026-05-22,332,42,2,4291328,0,PSE,Página Web
1809,2025-11-23,251,55,3,1282188,0,Transferencia,Tienda Física
1810,2025-11-11,128,33,2,4335187,0,Tarjeta Débito,WhatsApp
1811,2025-04-26,393,73,1,1083463,0,Tarjeta Débito,Marketplace
1812,2024-09-15,37,85,5,795244,0,PSE,Tienda Física
1813,2025-05-21,121,43,5,1138328,5,Efectivo,Marketplace
1814,2025-07-16,281,52,1,3019382,0,PSE,Tienda Física
1815,2024-07-02,307,92,5,2217151,0,Efectivo,Marketplace
1816,2024-09-13,272,19,2,3789305,0,Tarjeta Débito,Marketplace
1817,2024-08-31,287,1,5,2164957,5,Tarjeta Débito,Marketplace
1818,2024-09-04,131,20,5,1796766,0,Tarjeta Débito,Marketplace
1819,2024-06-26,171,40,5,1325409,0,Tarjeta Crédito,WhatsApp
1820,2026-04-24,429,6,5,4854910,15,Tarjeta Débito,Tienda Física
1821,2024-09-18,455,84,4,2755569,0,Tarjeta Débito,Tienda Física
1822,2026-05-25,473,25,2,890972,0,Efectivo,Marketplace
1823,2024-04-03,318,56,1,3584838,10,PSE,Página Web
1824,2025-06-10,486,66,1,2139371,0,Tarjeta Crédito,Marketplace
1825,2024-12-03,447,34,3,838602,10,Tarjeta Débito,Tienda Física
1826,2024-11-02,94,36,1,1076765,5,Efectivo,Marketplace
1827,2026-03-07,160,10,5,1728534,0,Tarjeta Débito,WhatsApp
